Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|Q8N307|MUC20_HUMAN,0.3078487485909112,14.966257098322876,,0.047627525922242044,,0.3078487485909112,0.047627525922242044,,,,,,,29,Mixed-effects model (Wald F-test on time),0.25312531259373394,False,Not significant,Mucin-20,MUC20,MUC20,Q8N307,MUC20_HUMAN,SwissProt
sp|P01877|IGHA2_HUMAN,0.3086760254826931,25.061012493180527,,0.04783420927541297,,0.3086760254826931,0.04783420927541297,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2536325515068409,False,Not significant,Immunoglobulin heavy constant alpha 2,IGHA2,IGHA2,P01877,IGHA2_HUMAN,SwissProt
sp|P01008|ANT3_HUMAN,0.24132383819734388,29.149118406564675,,0.04804797610878592,,0.24132383819734388,0.04804797610878592,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2541749084177074,False,Not significant,Antithrombin-III,SERPINC1,SERPINC1,P01008,ANT3_HUMAN,SwissProt
sp|Q9UBP4|DKK3_HUMAN,0.1495971877984038,20.122626815118085,,0.048271671581326184,,0.1495971877984038,0.048271671581326184,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2544192748536603,False,Not significant,Dickkopf-related protein 3,DKK3,DKK3,Q9UBP4,DKK3_HUMAN,SwissProt
sp|P32004|L1CAM_HUMAN,0.1527120918286727,17.653070167291684,,0.048317344741945135,,0.1527120918286727,0.048317344741945135,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2544192748536603,False,Not significant,Neural cell adhesion molecule L1,L1CAM,L1CAM,P32004,L1CAM_HUMAN,SwissProt
sp|Q9Y274|SIA10_HUMAN,-0.1705576311339868,15.721758088573557,,0.04877651905542667,,-0.1705576311339868,0.04877651905542667,,,,,,,29,Mixed-effects model (Wald F-test on time),0.25624530748012164,False,Not significant,"Type 2 lactosamine alpha-2,3-sialyltransferase",ST3GAL6,ST3GAL6,Q9Y274,SIA10_HUMAN,SwissProt
sp|P04180|LCAT_HUMAN,0.3502247628651419,16.512243014110965,,0.04893537390377814,,0.3502247628651419,0.04893537390377814,,,,,,,29,Mixed-effects model (Wald F-test on time),0.25641108603826823,False,Not significant,Phosphatidylcholine-sterol acyltransferase,LCAT,LCAT,P04180,LCAT_HUMAN,SwissProt
sp|O00592|PODXL_HUMAN,0.2353325325139455,19.20562877911149,,0.04905603982475981,,0.2353325325139455,0.04905603982475981,,,,,,,29,Mixed-effects model (Wald F-test on time),0.25641108603826823,False,Not significant,Podocalyxin,PODXL,PODXL,O00592,PODXL_HUMAN,SwissProt
sp|O00505|IMA4_HUMAN,-0.6898529546565896,10.31117025831783,,0.04914545815733475,,-0.6898529546565896,0.04914545815733475,,,,,,,29,Mixed-effects model (Wald F-test on time),0.25641108603826823,False,Not significant,Importin subunit alpha-4,KPNA3,KPNA3,O00505,IMA4_HUMAN,SwissProt
sp|P00740|FA9_HUMAN,-0.28078505913661406,26.822595540779187,,0.04952933533343416,,-0.28078505913661406,0.04952933533343416,,,,,,,29,Mixed-effects model (Wald F-test on time),0.25782393735212306,False,Not significant,Coagulation factor IX,F9,F9,P00740,FA9_HUMAN,SwissProt
sp|P25787|PSA2_HUMAN,-0.3542283215920122,19.345520542914095,,0.05027983429062735,,-0.3542283215920122,0.05027983429062735,,,,,,,29,Mixed-effects model (Wald F-test on time),0.26081617769403287,False,Not significant,Proteasome subunit alpha type-2,PSMA2,PSMA2,P25787,PSA2_HUMAN,SwissProt
sp|O15127|SCAM2_HUMAN,0.9643508105055032,10.390306584843641,,0.05033294657253266,,0.9643508105055032,0.05033294657253266,,,,,,,29,Mixed-effects model (Wald F-test on time),0.26081617769403287,False,Not significant,Secretory carrier-associated membrane protein 2,SCAMP2,SCAMP2,O15127,SCAM2_HUMAN,SwissProt
sp|P53396|ACLY_HUMAN,-0.26664266015297844,14.663945701803831,,0.05056223848007887,,-0.26664266015297844,0.05056223848007887,,,,,,,29,Mixed-effects model (Wald F-test on time),0.26141021255006763,False,Not significant,ATP-citrate synthase,ACLY,ACLY,P53396,ACLY_HUMAN,SwissProt
sp|P25788|PSA3_HUMAN,-0.30351824379581344,19.60970025974545,,0.05070386986110247,,-0.30351824379581344,0.05070386986110247,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2615493739441485,False,Not significant,Proteasome subunit alpha type-3,PSMA3,PSMA3,P25788,PSA3_HUMAN,SwissProt
sp|P09668|CATH_HUMAN,0.5564096738588277,11.780102086048094,,0.05091238408978752,,0.5564096738588277,0.05091238408978752,,,,,,,29,Mixed-effects model (Wald F-test on time),0.262032134818771,False,Not significant,Pro-cathepsin H,CTSH,CTSH,P09668,CATH_HUMAN,SwissProt
sp|Q9Y6N6|LAMC3_HUMAN,-0.3665801923447591,13.056999051695021,,0.05123232625075265,,-0.3665801923447591,0.05123232625075265,,,,,,,29,Mixed-effects model (Wald F-test on time),0.26308491858494604,False,Not significant,Laminin subunit gamma-3,LAMC3,LAMC3,Q9Y6N6,LAMC3_HUMAN,SwissProt
sp|Q99733|NP1L4_HUMAN,-0.5612542364671101,17.667825827184902,,0.05158877796871702,,-0.5612542364671101,0.05158877796871702,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2643200309408423,False,Not significant,Nucleosome assembly protein 1-like 4,NAP1L4,NAP1L4,Q99733,NP1L4_HUMAN,SwissProt
sp|Q8TBC4|UBA3_HUMAN,-0.7991470552016026,10.583837348273198,,0.051894927595325026,,-0.7991470552016026,0.051894927595325026,,,,,,,29,Mixed-effects model (Wald F-test on time),0.26529245497161674,False,Not significant,NEDD8-activating enzyme E1 catalytic subunit,UBA3,UBA3,Q8TBC4,UBA3_HUMAN,SwissProt
sp|Q9BQI4|CCDC3_HUMAN,-0.46772439679898326,12.492754842789886,,0.05206319318532849,,-0.46772439679898326,0.05206319318532849,,,,,,,29,Mixed-effects model (Wald F-test on time),0.26530348047687347,False,Not significant,Coiled-coil domain-containing protein 3,CCDC3,CCDC3,Q9BQI4,CCDC3_HUMAN,SwissProt
sp|Q5JRA6|TGO1_HUMAN,-0.2784765757368885,17.3359243109083,,0.05212980669019268,,-0.2784765757368885,0.05212980669019268,,,,,,,29,Mixed-effects model (Wald F-test on time),0.26530348047687347,False,Not significant,Transport and Golgi organization protein 1 homolog,MIA3,MIA3,Q5JRA6,TGO1_HUMAN,SwissProt
sp|Q13131|AAPK1_HUMAN,1.249128769653309,9.769692850640693,,0.05290907274970816,,1.249128769653309,0.05290907274970816,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2681178285657133,False,Not significant,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,PRKAA1,Q13131,AAPK1_HUMAN,SwissProt
sp|P00736|C1R_HUMAN,0.3368727326036245,20.87541944558525,,0.052917992480075,,0.3368727326036245,0.052917992480075,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2681178285657133,False,Not significant,Complement C1r subcomponent,C1R,C1R,P00736,C1R_HUMAN,SwissProt
sp|Q9UQE7|SMC3_HUMAN,2.624882362328944,9.088544503129992,,0.053773309029870556,,2.624882362328944,0.053773309029870556,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Structural maintenance of chromosomes protein 3,SMC3,SMC3,Q9UQE7,SMC3_HUMAN,SwissProt
sp|Q86SR1|GLT10_HUMAN,-0.3199439135185563,12.855780896508561,,0.053859406984034776,,-0.3199439135185563,0.053859406984034776,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Polypeptide N-acetylgalactosaminyltransferase 10,GALNT10,GALNT10,Q86SR1,GLT10_HUMAN,SwissProt
sp|Q8NET6|CHSTD_HUMAN,-0.25268827488714657,14.414005619303033,,0.05404106200046734,,-0.25268827488714657,0.05404106200046734,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Carbohydrate sulfotransferase 13,CHST13,CHST13,Q8NET6,CHSTD_HUMAN,SwissProt
sp|Q9Y4F3|MARF1_HUMAN,-0.3314647080781026,13.944684521665884,,0.05404154335308986,,-0.3314647080781026,0.05404154335308986,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Meiosis regulator and mRNA stability factor 1,MARF1,MARF1,Q9Y4F3,MARF1_HUMAN,SwissProt
sp|P61604|CH10_HUMAN,-0.29121255634201754,14.777017827456195,,0.054085895917320125,,-0.29121255634201754,0.054085895917320125,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,"10 kDa heat shock protein, mitochondrial",HSPE1,HSPE1,P61604,CH10_HUMAN,SwissProt
sp|P05362|ICAM1_HUMAN,0.25524562953354646,15.12897804227004,,0.054114627852362235,,0.25524562953354646,0.054114627852362235,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Intercellular adhesion molecule 1,ICAM1,ICAM1,P05362,ICAM1_HUMAN,SwissProt
sp|P0DP08|HVD82_HUMAN,0.29853166897089195,19.147915288859902,,0.05421457559170155,,0.29853166897089195,0.05421457559170155,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Immunoglobulin heavy variable 4-38-2,IGHV4-38-2,IGHV4-38-2,P0DP08,HVD82_HUMAN,SwissProt
sp|Q9H1E1|RNAS7_HUMAN,-4.466599130782656,6.745984815569541,,0.054320149721677743,,-4.466599130782656,0.054320149721677743,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Ribonuclease 7,RNASE7,RNASE7,Q9H1E1,RNAS7_HUMAN,SwissProt
sp|O75367|H2AY_HUMAN,0.8547498981215379,13.839297346069605,,0.05440236771263001,,0.8547498981215379,0.05440236771263001,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27023398340914256,False,Not significant,Core histone macro-H2A.1,MACROH2A1,MACROH2A1,O75367,H2AY_HUMAN,SwissProt
sp|A0A075B6I9|LV746_HUMAN,0.27168939509978607,17.695551474700206,,0.05453550105720477,,0.27168939509978607,0.05453550105720477,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27030639654440625,False,Not significant,Immunoglobulin lambda variable 7-46,IGLV7-46,IGLV7-46,A0A075B6I9,LV746_HUMAN,SwissProt
sp|O00231|PSD11_HUMAN,-0.6035338855789525,15.012277875900052,,0.05488593485913547,,-0.6035338855789525,0.05488593485913547,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27145321362001923,False,Not significant,26S proteasome non-ATPase regulatory subunit 11,PSMD11,PSMD11,O00231,PSD11_HUMAN,SwissProt
sp|Q9Y678|COPG1_HUMAN,0.4118655165688275,14.612885248542954,,0.05525665196125103,,0.4118655165688275,0.05525665196125103,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27199956618673005,False,Not significant,Coatomer subunit gamma-1,COPG1,COPG1,Q9Y678,COPG1_HUMAN,SwissProt
sp|O15240|VGF_HUMAN,-0.3402701446508478,14.989098037674308,,0.05530266750815595,,-0.3402701446508478,0.05530266750815595,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27199956618673005,False,Not significant,Neurosecretory protein VGF,VGF,VGF,O15240,VGF_HUMAN,SwissProt
sp|P02760|AMBP_HUMAN,0.17061217825641803,30.129562799964212,,0.05535429768010646,,0.17061217825641803,0.05535429768010646,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27199956618673005,False,Not significant,Protein AMBP,AMBP,AMBP,P02760,AMBP_HUMAN,SwissProt
sp|P22105|TENX_HUMAN,-0.20758679359499413,22.725405433717313,,0.055535821855628574,,-0.20758679359499413,0.055535821855628574,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27230467490501753,False,Not significant,Tenascin-X,TNXB,TNXB,P22105,TENX_HUMAN,SwissProt
sp|P61978|HNRPK_HUMAN,0.42925010264989855,13.363037926402743,,0.05566990878496166,,0.42925010264989855,0.05566990878496166,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27237637774616436,False,Not significant,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,HNRNPK,P61978,HNRPK_HUMAN,SwissProt
sp|O43765|SGTA_HUMAN,-0.5368778917183162,14.16289333124078,,0.05610337450168978,,-0.5368778917183162,0.05610337450168978,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27390940870204,False,Not significant,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA,SGTA,O43765,SGTA_HUMAN,SwissProt
sp|O43820|HYAL3_HUMAN,0.3663690445078334,11.71020159907261,,0.056336186462302464,,0.3663690445078334,0.056336186462302464,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27391659607852864,False,Not significant,Hyaluronidase-3,HYAL3,HYAL3,O43820,HYAL3_HUMAN,SwissProt
sp|P01709|LV208_HUMAN,0.3313506403492471,18.916550061753025,,0.05654197392909575,,0.3313506403492471,0.05654197392909575,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27391659607852864,False,Not significant,Immunoglobulin lambda variable 2-8,IGLV2-8,IGLV2-8,P01709,LV208_HUMAN,SwissProt
sp|P07602|SAP_HUMAN,-0.20656790895002117,16.718634385536305,,0.05656239533891775,,-0.20656790895002117,0.05656239533891775,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27391659607852864,False,Not significant,Prosaposin,PSAP,PSAP,P07602,SAP_HUMAN,SwissProt
sp|P78329|CP4F2_HUMAN / sp|Q9HCS2|CP4FC_HUMAN / sp|Q9HBI6|CP4FB_HUMAN / sp|Q08477|CP4F3_HUMAN,0.8729854675357634,11.298870203410079,,0.05658540208464342,,0.8729854675357634,0.05658540208464342,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27391659607852864,False,Not significant,Cytochrome P450 4F2,CYP4F2 / CYP4F12 / CYP4F11 / CYP4F3,CYP4F2 / CYP4F12 / CYP4F11 / CYP4F3,P78329,,
sp|P20160|CAP7_HUMAN,0.4129879672958624,18.818499850549482,,0.05691051119479937,,0.4129879672958624,0.05691051119479937,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2749067066189461,False,Not significant,Azurocidin,AZU1,AZU1,P20160,CAP7_HUMAN,SwissProt
sp|Q92954|PRG4_HUMAN,-0.16863559885679663,20.324458225081784,,0.057086044672323685,,-0.16863559885679663,0.057086044672323685,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27517163182430865,False,Not significant,Proteoglycan 4,PRG4,PRG4,Q92954,PRG4_HUMAN,SwissProt
sp|Q6ZRP7|QSOX2_HUMAN,0.24108713878503882,14.620601751809826,,0.057297364149072424,,0.24108713878503882,0.057297364149072424,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27524374682858255,False,Not significant,Sulfhydryl oxidase 2,QSOX2,QSOX2,Q6ZRP7,QSOX2_HUMAN,SwissProt
sp|Q06828|FMOD_HUMAN,-0.26188578106959526,16.630040721878373,,0.057378299626750284,,-0.26188578106959526,0.057378299626750284,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27524374682858255,False,Not significant,Fibromodulin,FMOD,FMOD,Q06828,FMOD_HUMAN,SwissProt
sp|Q8WY91|THAP4_HUMAN,-0.20595309178004464,14.548905410356905,,0.05760545695702159,,-0.20595309178004464,0.05760545695702159,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27524374682858255,False,Not significant,Peroxynitrite isomerase THAP4,THAP4,THAP4,Q8WY91,THAP4_HUMAN,SwissProt
sp|P80108|PHLD_HUMAN,0.2969882950228282,17.286213960033468,,0.057665943580233664,,0.2969882950228282,0.057665943580233664,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27524374682858255,False,Not significant,Phosphatidylinositol-glycan-specific phospholipase D,GPLD1,GPLD1,P80108,PHLD_HUMAN,SwissProt
sp|P62805|H4_HUMAN,0.7855520553338915,20.38229908629895,,0.05770461008072915,,0.7855520553338915,0.05770461008072915,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27524374682858255,False,Not significant,Histone H4,H4C1,H4C1,P62805,H4_HUMAN,SwissProt
sp|O00232|PSD12_HUMAN,-0.6234509947195558,13.739079582648602,,0.05809469503324216,,-0.6234509947195558,0.05809469503324216,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27652589702670594,False,Not significant,26S proteasome non-ATPase regulatory subunit 12,PSMD12,PSMD12,O00232,PSD12_HUMAN,SwissProt
sp|Q86U17|SPA11_HUMAN,0.34007536287782786,14.843781827772535,,0.058640032165259676,,0.34007536287782786,0.058640032165259676,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27854015278498345,False,Not significant,Serpin A11,SERPINA11,SERPINA11,Q86U17,SPA11_HUMAN,SwissProt
sp|P41159|LEP_HUMAN,-1.993951404242654,9.872527544602892,,0.058929328751795705,,-1.993951404242654,0.058929328751795705,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27889256688504394,False,Not significant,Leptin,LEP,LEP,P41159,LEP_HUMAN,SwissProt
sp|Q9BY67|CADM1_HUMAN,-0.33577916103577005,15.78317873166584,,0.05896400676676487,,-0.33577916103577005,0.05896400676676487,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27889256688504394,False,Not significant,Cell adhesion molecule 1,CADM1,CADM1,Q9BY67,CADM1_HUMAN,SwissProt
sp|O00461|GOLI4_HUMAN,-0.18341660336010615,16.75230879285616,,0.059110663433137735,,-0.18341660336010615,0.059110663433137735,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27889256688504394,False,Not significant,Golgi integral membrane protein 4,GOLIM4,GOLIM4,O00461,GOLI4_HUMAN,SwissProt
sp|P36957|ODO2_HUMAN,-2.6116115417388923,8.006897310179411,,0.05920350981243915,,-2.6116115417388923,0.05920350981243915,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27889256688504394,False,Not significant,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,DLST,P36957,ODO2_HUMAN,SwissProt
sp|Q99969|RARR2_HUMAN,0.5034589853777077,13.11678153088934,,0.05952034894294993,,0.5034589853777077,0.05952034894294993,,,,,,,29,Mixed-effects model (Wald F-test on time),0.27980700121634194,False,Not significant,Retinoic acid receptor responder protein 2,RARRES2,RARRES2,Q99969,RARR2_HUMAN,SwissProt
sp|P68371|TBB4B_HUMAN,-0.1594292526188232,21.36686207769742,,0.061153122344026374,,-0.1594292526188232,0.061153122344026374,,,,,,,29,Mixed-effects model (Wald F-test on time),0.28664049603998376,False,Not significant,Tubulin beta-4B chain,TUBB4B,TUBB4B,P68371,TBB4B_HUMAN,SwissProt
sp|P61160|ARP2_HUMAN,0.6101383213147527,17.82147786875045,,0.06122908406799769,,0.6101383213147527,0.06122908406799769,,,,,,,29,Mixed-effects model (Wald F-test on time),0.28664049603998376,False,Not significant,Actin-related protein 2,ACTR2,ACTR2,P61160,ARP2_HUMAN,SwissProt
sp|P04278|SHBG_HUMAN,0.44034842677386354,18.0398841136998,,0.061382178637069434,,0.44034842677386354,0.061382178637069434,,,,,,,29,Mixed-effects model (Wald F-test on time),0.28664049603998376,False,Not significant,Sex hormone-binding globulin,SHBG,SHBG,P04278,SHBG_HUMAN,SwissProt
sp|Q12797|ASPH_HUMAN,-0.24744589022768682,18.195842989295837,,0.06148014439044373,,-0.24744589022768682,0.06148014439044373,,,,,,,29,Mixed-effects model (Wald F-test on time),0.28664049603998376,False,Not significant,Aspartyl/asparaginyl beta-hydroxylase,ASPH,ASPH,Q12797,ASPH_HUMAN,SwissProt
sp|P09496|CLCA_HUMAN,-0.6406963438957277,11.803540011330103,,0.06169502045702404,,-0.6406963438957277,0.06169502045702404,,,,,,,29,Mixed-effects model (Wald F-test on time),0.28664049603998376,False,Not significant,Clathrin light chain A,CLTA,CLTA,P09496,CLCA_HUMAN,SwissProt
sp|Q96QR8|PURB_HUMAN,-3.287294469647715,6.83505376755328,,0.061728282261242114,,-3.287294469647715,0.061728282261242114,,,,,,,29,Mixed-effects model (Wald F-test on time),0.28664049603998376,False,Not significant,Transcriptional regulator protein Pur-beta,PURB,PURB,Q96QR8,PURB_HUMAN,SwissProt
sp|Q9ULI3|HEG1_HUMAN,-0.2225930941054207,20.17104942543588,,0.062320576166036624,,-0.2225930941054207,0.062320576166036624,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2888026700377307,False,Not significant,Protein HEG homolog 1,HEG1,HEG1,Q9ULI3,HEG1_HUMAN,SwissProt
sp|P25391|LAMA1_HUMAN,-0.4333195890862482,12.643077412775241,,0.0626993383775183,,-0.4333195890862482,0.0626993383775183,,,,,,,29,Mixed-effects model (Wald F-test on time),0.2899685425978534,False,Not significant,Laminin subunit alpha-1,LAMA1,LAMA1,P25391,LAMA1_HUMAN,SwissProt
sp|Q96TC7|RMD3_HUMAN,0.31230445448276023,13.117238985209339,,0.06295885355356746,,0.31230445448276023,0.06295885355356746,,,,,,,29,Mixed-effects model (Wald F-test on time),0.29057932409338827,False,Not significant,Regulator of microtubule dynamics protein 3,RMDN3,RMDN3,Q96TC7,RMD3_HUMAN,SwissProt
sp|P35052|GPC1_HUMAN,-0.1955014315229011,15.83530654891319,,0.06366233698319593,,-0.1955014315229011,0.06366233698319593,,,,,,,29,Mixed-effects model (Wald F-test on time),0.29323258246805395,False,Not significant,Glypican-1,GPC1,GPC1,P35052,GPC1_HUMAN,SwissProt
sp|Q9NZQ3|SPN90_HUMAN,0.7945987265794298,9.556529633174591,,0.0638886369857405,,0.7945987265794298,0.0638886369857405,,,,,,,29,Mixed-effects model (Wald F-test on time),0.29352876200333017,False,Not significant,NCK-interacting protein with SH3 domain,NCKIPSD,NCKIPSD,Q9NZQ3,SPN90_HUMAN,SwissProt
sp|A0A075B6J9|LV218_HUMAN,0.32423819282845606,15.894994236028094,,0.06406798395945719,,0.32423819282845606,0.06406798395945719,,,,,,,29,Mixed-effects model (Wald F-test on time),0.29352876200333017,False,Not significant,Immunoglobulin lambda variable 2-18,IGLV2-18,IGLV2-18,A0A075B6J9,LV218_HUMAN,SwissProt
sp|Q00796|DHSO_HUMAN,-0.8423482668535223,10.680822379472565,,0.06445244468290967,,-0.8423482668535223,0.06445244468290967,,,,,,,29,Mixed-effects model (Wald F-test on time),0.29352876200333017,False,Not significant,Sorbitol dehydrogenase,SORD,SORD,Q00796,DHSO_HUMAN,SwissProt
