Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description_x,Gene,Protein Gene_x,UniProt_Accession_x,UniProt_Entry_Name_x,UniProt_Database,Description_y,Protein Gene_y,UniProt_Accession_y,UniProt_Entry_Name_y
sp|P54108|CRIS3_HUMAN,-0.001069241712997989,13.72545510253138,,0.7232736521925514,,0.004067826570468457,0.41369151142433447,0.2841385447920031,0.04592891350720914,,,36,Mixed-effects model,1.0,False,Not significant,Cysteine-rich secretory protein 3,CRISP3,CRISP3,P54108,CRIS3_HUMAN,SwissProt,Cysteine-rich secretory protein 3,CRISP3,P54108,CRIS3_HUMAN
sp|P01602|KV105_HUMAN,-0.002021391277322909,16.754135726886883,,0.7247070740777033,,-0.003637779292203747,0.5472035654420526,0.1712576576475382,0.5267711422599118,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin kappa variable 1-5,IGKV1-5,IGKV1-5,P01602,KV105_HUMAN,SwissProt,Immunoglobulin kappa variable 1-5,IGKV1-5,P01602,KV105_HUMAN
sp|P78539|SRPX_HUMAN,0.0007444078298806822,14.494308509810388,,0.7253495610944904,,-0.0010351598232300082,0.7182439551075706,-0.009075667366683625,0.927603510701196,,,36,Mixed-effects model,1.0,False,Not significant,Sushi repeat-containing protein SRPX,SRPX,SRPX,P78539,SRPX_HUMAN,SwissProt,Sushi repeat-containing protein SRPX,SRPX,P78539,SRPX_HUMAN
sp|Q14195|DPYL3_HUMAN,-0.011951184349466846,8.216006886507111,,0.7258221041784638,,0.03327562605140862,0.16731997919441433,0.501510649443148,0.7549081902772946,,,36,Mixed-effects model,1.0,False,Not significant,Dihydropyrimidinase-related protein 3,DPYSL3,DPYSL3,Q14195,DPYL3_HUMAN,SwissProt,Dihydropyrimidinase-related protein 3,DPYSL3,Q14195,DPYL3_HUMAN
sp|Q9NP80|PLPL8_HUMAN,0.002955714958729568,14.392497043910724,,0.7276089726561643,,-0.0053699392739001844,0.6228246832319935,-0.2292863240851998,0.5665280630421647,,,36,Mixed-effects model,1.0,False,Not significant,Calcium-independent phospholipase A2-gamma,PNPLA8,PNPLA8,Q9NP80,PLPL8_HUMAN,SwissProt,Calcium-independent phospholipase A2-gamma,PNPLA8,Q9NP80,PLPL8_HUMAN
sp|Q96PD5|PGRP2_HUMAN,0.0012590580555327086,17.741304136891962,,0.728616314692776,,-0.0043222851709676085,0.3518283096397289,-0.030789432152033884,0.8571598870708959,,,36,Mixed-effects model,1.0,False,Not significant,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,PGLYRP2,Q96PD5,PGRP2_HUMAN,SwissProt,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,Q96PD5,PGRP2_HUMAN
sp|A0A0J9YXX1|HV5X1_HUMAN,-0.00159739911553338,16.039722986379648,,0.7296999281190824,,-0.00040402236855117274,0.9465618628888779,0.18115834048792645,0.4058339076239823,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin heavy variable 5-10-1,IGHV5-10-1,IGHV5-10-1,A0A0J9YXX1,HV5X1_HUMAN,SwissProt,Immunoglobulin heavy variable 5-10-1,IGHV5-10-1,A0A0J9YXX1,HV5X1_HUMAN
sp|Q5VU97|CAHD1_HUMAN,0.0009518916415680578,15.657763325723844,,0.7298752612875747,,0.00165291373745738,0.5546879898571097,-0.12085038625333133,0.3524046975321119,,,36,Mixed-effects model,1.0,False,Not significant,VWFA and cache domain-containing protein 1,CACHD1,CACHD1,Q5VU97,CAHD1_HUMAN,SwissProt,VWFA and cache domain-containing protein 1,CACHD1,Q5VU97,CAHD1_HUMAN
sp|P19021|AMD_HUMAN,0.000887551482954499,17.467174838036453,,0.7336277430938407,,-0.001873740958222839,0.4778135689497188,-0.08614625274396014,0.4835065744659134,,,36,Mixed-effects model,1.0,False,Not significant,Peptidyl-glycine alpha-amidating monooxygenase,PAM,PAM,P19021,AMD_HUMAN,SwissProt,Peptidyl-glycine alpha-amidating monooxygenase,PAM,P19021,AMD_HUMAN
tr|A0A0B4J2B5|A0A0B4J2B5_HUMAN,-0.0019177654738320041,16.114995864723753,,0.7359524294846477,,0.006755525301039064,0.2989630326406364,0.04319825022024949,0.8719876528490846,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin heavy variable 3/OR16-9 (non-functional) (Fragment),IGHV3OR16-9,IGHV3OR16-9,A0A0B4J2B5,A0A0B4J2B5_HUMAN,TrEMBL,Immunoglobulin heavy variable 3/OR16-9 (non-functional) (Fragment),IGHV3OR16-9,A0A0B4J2B5,A0A0B4J2B5_HUMAN
sp|P01042|KNG1_HUMAN,-0.0008915652816692143,20.8247927826272,,0.7362210900159905,,-0.0014966315662385224,0.7121473167233494,0.10878667560816085,0.3832477200378025,,,36,Mixed-effects model,1.0,False,Not significant,Kininogen-1,KNG1,KNG1,P01042,KNG1_HUMAN,SwissProt,Kininogen-1,KNG1,P01042,KNG1_HUMAN
sp|Q9GZV7|HPLN2_HUMAN,0.0014409911637895836,11.889200759909881,,0.7377119251094548,,-0.007575018898714465,0.10882274065708075,-0.1152645889475525,0.5698679380493532,,,36,Mixed-effects model,1.0,False,Not significant,Hyaluronan and proteoglycan link protein 2,HAPLN2,HAPLN2,Q9GZV7,HPLN2_HUMAN,SwissProt,Hyaluronan and proteoglycan link protein 2,HAPLN2,Q9GZV7,HPLN2_HUMAN
sp|O00115|DNS2A_HUMAN,0.0012234805575973122,14.463350818955531,,0.7388798564021506,,0.0031601520297121957,0.4148715080214689,-0.15406740469562166,0.37323087132128685,,,36,Mixed-effects model,1.0,False,Not significant,Deoxyribonuclease-2-alpha,DNASE2,DNASE2,O00115,DNS2A_HUMAN,SwissProt,Deoxyribonuclease-2-alpha,DNASE2,O00115,DNS2A_HUMAN
sp|O00584|RNT2_HUMAN,0.0007425765726547021,15.360329216900604,,0.740013771101357,,0.00317079485283116,0.3250357156591066,-0.11125817075157482,0.29157330976786366,,,36,Mixed-effects model,1.0,False,Not significant,Ribonuclease T2,RNASET2,RNASET2,O00584,RNT2_HUMAN,SwissProt,Ribonuclease T2,RNASET2,O00584,RNT2_HUMAN
sp|P19827|ITIH1_HUMAN,-0.002007273468834174,17.407623450830407,,0.740141721736961,,0.0025776275720102103,0.6750756005208094,0.3608155868916521,0.20598096521747522,,,36,Mixed-effects model,1.0,False,Not significant,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,ITIH1,P19827,ITIH1_HUMAN,SwissProt,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,P19827,ITIH1_HUMAN
sp|P55283|CADH4_HUMAN,0.0010822612715606973,14.67261502747209,,0.7441134791901975,,2.9798609416243175e-05,0.9938480171784703,-0.19319048546530984,0.21645213452029488,,,36,Mixed-effects model,1.0,False,Not significant,Cadherin-4,CDH4,CDH4,P55283,CADH4_HUMAN,SwissProt,Cadherin-4,CDH4,P55283,CADH4_HUMAN
sp|P01031|CO5_HUMAN,-0.0016587949686673437,18.020737727715282,,0.744587951688726,,0.0013677507858584292,0.8008247626273077,0.27673469268122064,0.24893511495068388,,,36,Mixed-effects model,1.0,False,Not significant,Complement C5,C5,C5,P01031,CO5_HUMAN,SwissProt,Complement C5,C5,P01031,CO5_HUMAN
sp|P01857|IGHG1_HUMAN,0.0008714967496929434,25.44516198136356,,0.7447273239185064,,-0.0037650821595673514,0.362986173570339,0.11890921117670636,0.3459828313931105,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin heavy constant gamma 1,IGHG1,IGHG1,P01857,IGHG1_HUMAN,SwissProt,Immunoglobulin heavy constant gamma 1,IGHG1,P01857,IGHG1_HUMAN
sp|P02656|APOC3_HUMAN,-0.00443958899062857,16.23722568652049,,0.7448333862317758,,0.008297901933450015,0.4974045531168201,0.32799912921800456,0.6099997441986473,,,36,Mixed-effects model,1.0,False,Not significant,Apolipoprotein C-III,APOC3,APOC3,P02656,APOC3_HUMAN,SwissProt,Apolipoprotein C-III,APOC3,P02656,APOC3_HUMAN
sp|P00747|PLMN_HUMAN,-0.001074313369841955,20.923474217295237,,0.7484872801530827,,0.0011265240802234239,0.8163340127949923,0.19238263979097203,0.22321937543989467,,,36,Mixed-effects model,1.0,False,Not significant,Plasminogen,PLG,PLG,P00747,PLMN_HUMAN,SwissProt,Plasminogen,PLG,P00747,PLMN_HUMAN
sp|Q14574|DSC3_HUMAN,-0.0015516612268692402,12.612780821057084,,0.7512286759079236,,0.002682592203935019,0.6937131686749239,0.037141566927549434,0.8721138650417143,,,36,Mixed-effects model,1.0,False,Not significant,Desmocollin-3,DSC3,DSC3,Q14574,DSC3_HUMAN,SwissProt,Desmocollin-3,DSC3,Q14574,DSC3_HUMAN
sp|P02750|A2GL_HUMAN,-0.0012298599971547503,18.834366616751335,,0.7516681376371164,,0.0012546823436505928,0.8231403045146386,-0.10038046198122892,0.5837687030357781,,,36,Mixed-effects model,1.0,False,Not significant,Leucine-rich alpha-2-glycoprotein,LRG1,LRG1,P02750,A2GL_HUMAN,SwissProt,Leucine-rich alpha-2-glycoprotein,LRG1,P02750,A2GL_HUMAN
sp|P01766|HV313_HUMAN,-0.0016338996303903164,16.32281161420056,,0.7566151052003676,,0.005807188856941778,0.36187053127929525,0.09845429513625484,0.69198238572229,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin heavy variable 3-13,IGHV3-13,IGHV3-13,P01766,HV313_HUMAN,SwissProt,Immunoglobulin heavy variable 3-13,IGHV3-13,P01766,HV313_HUMAN
sp|O15204|ADEC1_HUMAN,-0.002193784804099219,10.904246117508702,,0.7570002716321114,,0.004180070782523815,0.601559235559425,0.12260239245445267,0.7137470813723527,,,36,Mixed-effects model,1.0,False,Not significant,ADAM DEC1,ADAMDEC1,ADAMDEC1,O15204,ADEC1_HUMAN,SwissProt,ADAM DEC1,ADAMDEC1,O15204,ADEC1_HUMAN
sp|P62993|GRB2_HUMAN,0.001962294420524331,10.721114416841997,,0.7577574864063469,,-0.002304650990651042,0.6775343592681164,-0.1865031450222684,0.5340452960335127,,,36,Mixed-effects model,1.0,False,Not significant,Growth factor receptor-bound protein 2,GRB2,GRB2,P62993,GRB2_HUMAN,SwissProt,Growth factor receptor-bound protein 2,GRB2,P62993,GRB2_HUMAN
sp|P13591|NCAM1_HUMAN,0.0005112628404580925,19.217416779556274,,0.7589967051920062,,-0.0023641328778189127,0.20715022244333714,-0.08375082479601495,0.28637123511220763,,,36,Mixed-effects model,1.0,False,Not significant,Neural cell adhesion molecule 1,NCAM1,NCAM1,P13591,NCAM1_HUMAN,SwissProt,Neural cell adhesion molecule 1,NCAM1,P13591,NCAM1_HUMAN
sp|A0A075B6K5|LV39_HUMAN,0.0014031174642750413,15.064596486716056,,0.7610108456169026,,-0.001050641075189921,0.854720059099848,0.22994823038793455,0.2903335090413811,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin lambda variable 3-9,IGLV3-9,IGLV3-9,A0A075B6K5,LV39_HUMAN,SwissProt,Immunoglobulin lambda variable 3-9,IGLV3-9,A0A075B6K5,LV39_HUMAN
sp|P15586|GNS_HUMAN,-0.0005888296198369186,14.633539462548653,,0.7685154071744219,,0.0006608644928604982,0.7849664124325246,-0.09565537719537424,0.31046697099980425,,,36,Mixed-effects model,1.0,False,Not significant,N-acetylglucosamine-6-sulfatase,GNS,GNS,P15586,GNS_HUMAN,SwissProt,N-acetylglucosamine-6-sulfatase,GNS,P15586,GNS_HUMAN
sp|P55056|APOC4_HUMAN,0.013012986488403733,7.23561251310779,,0.7704111451716884,,0.006905196254274824,0.8266459258496468,-0.10510153218580347,0.9601215731324764,,,36,Mixed-effects model,1.0,False,Not significant,Apolipoprotein C-IV,APOC4,APOC4,P55056,APOC4_HUMAN,SwissProt,Apolipoprotein C-IV,APOC4,P55056,APOC4_HUMAN
sp|Q9NTU7|CBLN4_HUMAN,0.000945026445713064,14.608449746024203,,0.770614461812268,,-0.0011822679141133966,0.7867696856489516,-0.17883050036220857,0.24182456865125446,,,36,Mixed-effects model,1.0,False,Not significant,Cerebellin-4,CBLN4,CBLN4,Q9NTU7,CBLN4_HUMAN,SwissProt,Cerebellin-4,CBLN4,Q9NTU7,CBLN4_HUMAN
sp|Q02487|DSC2_HUMAN,-0.0015285351104028433,11.412214779275041,,0.7709997990601467,,0.005368709252682932,0.29103428363673445,-0.014012496480474224,0.9548614012689642,,,36,Mixed-effects model,1.0,False,Not significant,Desmocollin-2,DSC2,DSC2,Q02487,DSC2_HUMAN,SwissProt,Desmocollin-2,DSC2,Q02487,DSC2_HUMAN
sp|Q02246|CNTN2_HUMAN,0.0004465765269034181,18.587520737580025,,0.7791046723338148,,0.0006794342836581982,0.7812876222297881,-0.10986944710624184,0.14323318612475605,,,36,Mixed-effects model,1.0,False,Not significant,Contactin-2,CNTN2,CNTN2,Q02246,CNTN2_HUMAN,SwissProt,Contactin-2,CNTN2,Q02246,CNTN2_HUMAN
sp|Q9C0A0|CNTP4_HUMAN,-0.0006148664471248703,16.63738920633855,,0.7852472475575248,,0.00234350534495596,0.4247857907484326,0.04140803725514599,0.6970726728219019,,,36,Mixed-effects model,1.0,False,Not significant,Contactin-associated protein-like 4,CNTNAP4,CNTNAP4,Q9C0A0,CNTP4_HUMAN,SwissProt,Contactin-associated protein-like 4,CNTNAP4,Q9C0A0,CNTP4_HUMAN
sp|Q9HC56|PCDH9_HUMAN,-0.0006918546268096072,14.219736289861721,,0.786345960889453,,0.00019369215852025064,0.9430828571953277,-0.08970072405536123,0.4559665007739171,,,36,Mixed-effects model,1.0,False,Not significant,Protocadherin-9,PCDH9,PCDH9,Q9HC56,PCDH9_HUMAN,SwissProt,Protocadherin-9,PCDH9,Q9HC56,PCDH9_HUMAN
sp|Q92823|NRCAM_HUMAN,0.0005696967980078492,20.51515493971549,,0.7880591921764017,,-0.000317449768722775,0.911082787309955,-0.09329541105809142,0.350352288353618,,,36,Mixed-effects model,1.0,False,Not significant,Neuronal cell adhesion molecule,NRCAM,NRCAM,Q92823,NRCAM_HUMAN,SwissProt,Neuronal cell adhesion molecule,NRCAM,Q92823,NRCAM_HUMAN
sp|Q8IV08|PLD3_HUMAN,0.0008084617902199508,14.717635584477867,,0.7912306097863193,,0.004115896620843086,0.12956724453454552,0.05460136997008437,0.7045023054584438,,,36,Mixed-effects model,1.0,False,Not significant,5'-3' exonuclease PLD3,PLD3,PLD3,Q8IV08,PLD3_HUMAN,SwissProt,5'-3' exonuclease PLD3,PLD3,Q8IV08,PLD3_HUMAN
sp|P01185|NEU2_HUMAN,0.0013259210878160308,13.154422276958492,,0.7977786136044208,,0.0019047859595825254,0.6455164309353203,-0.03980903998647012,0.8703703386893533,,,36,Mixed-effects model,1.0,False,Not significant,Vasopressin-neurophysin 2-copeptin,AVP,AVP,P01185,NEU2_HUMAN,SwissProt,Vasopressin-neurophysin 2-copeptin,AVP,P01185,NEU2_HUMAN
sp|Q9NPH3|IL1AP_HUMAN,-0.0015243847048995792,12.730419311584704,,0.7984971437207093,,0.004598589748672722,0.5245449199516181,0.25820547942213634,0.35898114409877735,,,36,Mixed-effects model,1.0,False,Not significant,Interleukin-1 receptor accessory protein,IL1RAP,IL1RAP,Q9NPH3,IL1AP_HUMAN,SwissProt,Interleukin-1 receptor accessory protein,IL1RAP,Q9NPH3,IL1AP_HUMAN
sp|P02462|CO4A1_HUMAN,-0.000986627026899695,12.967373449967262,,0.8020479943285834,,-0.002525434365850792,0.4583598565483713,-0.1276783908160224,0.4913208746266098,,,36,Mixed-effects model,1.0,False,Not significant,Collagen alpha-1(IV) chain,COL4A1,COL4A1,P02462,CO4A1_HUMAN,SwissProt,Collagen alpha-1(IV) chain,COL4A1,P02462,CO4A1_HUMAN
sp|P23142|FBLN1_HUMAN,-0.00039382355434214734,21.40377175246496,,0.8027566574298997,,-0.0002832472966472242,0.86190836328489,-0.06259265850922506,0.39970612280078244,,,36,Mixed-effects model,1.0,False,Not significant,Fibulin-1,FBLN1,FBLN1,P23142,FBLN1_HUMAN,SwissProt,Fibulin-1,FBLN1,P23142,FBLN1_HUMAN
sp|P19652|A1AG2_HUMAN,0.0007994742815670995,20.368677679890197,,0.8044360056705976,,-0.0026439906400185756,0.5102800771829816,0.04742185933316763,0.7553710107493352,,,36,Mixed-effects model,1.0,False,Not significant,Alpha-1-acid glycoprotein 2,ORM2,ORM2,P19652,A1AG2_HUMAN,SwissProt,Alpha-1-acid glycoprotein 2,ORM2,P19652,A1AG2_HUMAN
sp|Q92743|HTRA1_HUMAN,0.0005759009930503231,16.289534257059405,,0.8045436495175509,,-0.002399154885068441,0.30668004998320064,-0.10117521445016991,0.3563888855100217,,,36,Mixed-effects model,1.0,False,Not significant,Serine protease HTRA1,HTRA1,HTRA1,Q92743,HTRA1_HUMAN,SwissProt,Serine protease HTRA1,HTRA1,Q92743,HTRA1_HUMAN
sp|A0A0C4DH35|HV335_HUMAN,0.0013088403237506254,13.27919738391286,,0.8062368846354176,,0.004850017717102988,0.49686948139967524,-0.006068610371034135,0.980752460947345,,,36,Mixed-effects model,1.0,False,Not significant,Probable non-functional immunoglobulin heavy variable 3-35,IGHV3-35,IGHV3-35,A0A0C4DH35,HV335_HUMAN,SwissProt,Probable non-functional immunoglobulin heavy variable 3-35,IGHV3-35,A0A0C4DH35,HV335_HUMAN
sp|P05155|IC1_HUMAN,-0.00033729503449249105,21.14579285611406,,0.8072622122005415,,-0.0023389495375408073,0.17296073916518317,0.12985872689913697,0.04632286567436931,,,36,Mixed-effects model,1.0,False,Not significant,Plasma protease C1 inhibitor,SERPING1,SERPING1,P05155,IC1_HUMAN,SwissProt,Plasma protease C1 inhibitor,SERPING1,P05155,IC1_HUMAN
sp|P04196|HRG_HUMAN,-0.0008144925624618224,18.881793855143187,,0.8126368425106696,,5.248543777299328e-05,0.9925417395430579,0.14619015223752604,0.36680731707074454,,,36,Mixed-effects model,1.0,False,Not significant,Histidine-rich glycoprotein,HRG,HRG,P04196,HRG_HUMAN,SwissProt,Histidine-rich glycoprotein,HRG,P04196,HRG_HUMAN
sp|Q9NPD7|NRN1_HUMAN,-0.0017223518552314408,11.049790073623143,,0.8138469889774067,,-0.007091689893706458,0.23396170235290692,-0.3452730398422811,0.3166692912967003,,,36,Mixed-effects model,1.0,False,Not significant,Neuritin,NRN1,NRN1,Q9NPD7,NRN1_HUMAN,SwissProt,Neuritin,NRN1,Q9NPD7,NRN1_HUMAN
sp|P06727|APOA4_HUMAN,0.0006662195282147422,21.500352084057614,,0.8149038213685131,,-0.004588866643406289,0.28063091137137675,-0.12238635460088006,0.361617382405343,,,36,Mixed-effects model,1.0,False,Not significant,Apolipoprotein A-IV,APOA4,APOA4,P06727,APOA4_HUMAN,SwissProt,Apolipoprotein A-IV,APOA4,P06727,APOA4_HUMAN
sp|P05154|IPSP_HUMAN,-0.0010351958115804262,14.604151467093674,,0.8162121974562517,,-0.004430359762107803,0.36501178387511435,0.05663880994383658,0.7873482918468998,,,36,Mixed-effects model,1.0,False,Not significant,Plasma serine protease inhibitor,SERPINA5,SERPINA5,P05154,IPSP_HUMAN,SwissProt,Plasma serine protease inhibitor,SERPINA5,P05154,IPSP_HUMAN
sp|P54764|EPHA4_HUMAN,-0.0003936316453474872,17.186504285110235,,0.8175416496244099,,0.0010999283300102173,0.6974410148968223,-0.11587965068071364,0.14965769078672056,,,36,Mixed-effects model,1.0,False,Not significant,Ephrin type-A receptor 4,EPHA4,EPHA4,P54764,EPHA4_HUMAN,SwissProt,Ephrin type-A receptor 4,EPHA4,P54764,EPHA4_HUMAN
sp|Q6ZSJ9|SHSA6_HUMAN,0.0009066072336649685,16.02835694847863,,0.8238134945963903,,-0.00481490361503355,0.25954508111277574,-0.13076732437784044,0.4957247024411161,,,36,Mixed-effects model,1.0,False,Not significant,Protein shisa-6,SHISA6,SHISA6,Q6ZSJ9,SHSA6_HUMAN,SwissProt,Protein shisa-6,SHISA6,Q6ZSJ9,SHSA6_HUMAN
sp|Q6MZW2|FSTL4_HUMAN,-0.000565057459759582,15.628114742204048,,0.824228174478093,,0.0034498895881311044,0.2524761344557489,-0.1257574914473193,0.29435562240464097,,,36,Mixed-effects model,1.0,False,Not significant,Follistatin-related protein 4,FSTL4,FSTL4,Q6MZW2,FSTL4_HUMAN,SwissProt,Follistatin-related protein 4,FSTL4,Q6MZW2,FSTL4_HUMAN
sp|Q13822|ENPP2_HUMAN,-0.00044318591176870537,20.2243857743374,,0.8251172065322342,,0.0009722961149305278,0.6396817599318917,-0.06750011227596535,0.47527156395230263,,,36,Mixed-effects model,1.0,False,Not significant,Autotaxin,ENPP2,ENPP2,Q13822,ENPP2_HUMAN,SwissProt,Autotaxin,ENPP2,Q13822,ENPP2_HUMAN
sp|Q7L1S5|CHST9_HUMAN,-0.0016007800566275095,12.078616136181019,,0.825252796951581,,0.00466573310993435,0.6958593816953518,0.04352391660767773,0.8986654821219799,,,36,Mixed-effects model,1.0,False,Not significant,Carbohydrate sulfotransferase 9,CHST9,CHST9,Q7L1S5,CHST9_HUMAN,SwissProt,Carbohydrate sulfotransferase 9,CHST9,Q7L1S5,CHST9_HUMAN
sp|A0A0C4DH32|HV320_HUMAN,-0.001196604548134912,16.085256176080666,,0.8264150135726193,,0.006357390587926673,0.3090523475679262,0.018253134887404033,0.9434267915710368,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin heavy variable 3-20,IGHV3-20,IGHV3-20,A0A0C4DH32,HV320_HUMAN,SwissProt,Immunoglobulin heavy variable 3-20,IGHV3-20,A0A0C4DH32,HV320_HUMAN
sp|Q14624|ITIH4_HUMAN,-0.0009810602010587133,19.422020018987595,,0.829738610300145,,0.0024048539317509795,0.6573691320195796,0.36453803223793757,0.09007795720324197,,,36,Mixed-effects model,1.0,False,Not significant,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,ITIH4,Q14624,ITIH4_HUMAN,SwissProt,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,Q14624,ITIH4_HUMAN
sp|Q16610|ECM1_HUMAN,-0.0004329466652016327,18.139988284590757,,0.8308179902692395,,-0.0015072445627101244,0.5068258111693393,-0.023773443197077145,0.8034615431091006,,,36,Mixed-effects model,1.0,False,Not significant,Extracellular matrix protein 1,ECM1,ECM1,Q16610,ECM1_HUMAN,SwissProt,Extracellular matrix protein 1,ECM1,Q16610,ECM1_HUMAN
sp|Q02325|PLGB_HUMAN,0.000704381097177278,17.771679029467613,,0.8337631903770004,,-0.0002554151425294502,0.9558693697366225,0.12586838718631788,0.4262788536122799,,,36,Mixed-effects model,1.0,False,Not significant,Plasminogen-like protein B,PLGLB1,PLGLB1,Q02325,PLGB_HUMAN,SwissProt,Plasminogen-like protein B,PLGLB1,Q02325,PLGB_HUMAN
sp|Q96IY4|CBPB2_HUMAN,0.0010280711339156143,14.773501792531663,,0.8346870804423351,,0.0007539364381511172,0.8907767038627348,0.03909457306637307,0.8663090002284899,,,36,Mixed-effects model,1.0,False,Not significant,Carboxypeptidase B2,CPB2,CPB2,Q96IY4,CBPB2_HUMAN,SwissProt,Carboxypeptidase B2,CPB2,Q96IY4,CBPB2_HUMAN
sp|Q6UXH9|PAMR1_HUMAN,-0.0007734131537610512,13.87334554393628,,0.8347949769157719,,-0.001366394877140294,0.6747455986385058,-0.17167775282236541,0.32607799530055925,,,36,Mixed-effects model,1.0,False,Not significant,Inactive serine protease PAMR1,PAMR1,PAMR1,Q6UXH9,PAMR1_HUMAN,SwissProt,Inactive serine protease PAMR1,PAMR1,Q6UXH9,PAMR1_HUMAN
sp|Q6ZRP7|QSOX2_HUMAN,0.0007549604797686759,12.16865165431436,,0.8353209338024434,,-0.0013150725043844468,0.7712268078814395,0.029260058491161416,0.8642923374733928,,,36,Mixed-effects model,1.0,False,Not significant,Sulfhydryl oxidase 2,QSOX2,QSOX2,Q6ZRP7,QSOX2_HUMAN,SwissProt,Sulfhydryl oxidase 2,QSOX2,Q6ZRP7,QSOX2_HUMAN
tr|A0A075B6W8|A0A075B6W8_HUMAN,0.0015227276003624347,11.19070670865549,,0.8365920835708811,,-0.02386102209838486,0.014559470934859969,-0.29610842505839186,0.39486865653988856,,,36,Mixed-effects model,1.0,False,Not significant,T cell receptor alpha joining 17 (Fragment),TRAJ17,TRAJ17,A0A075B6W8,A0A075B6W8_HUMAN,TrEMBL,T cell receptor alpha joining 17 (Fragment),TRAJ17,A0A075B6W8,A0A075B6W8_HUMAN
sp|Q9NZT1|CALL5_HUMAN,0.002885041551561208,11.827507918724793,,0.8385952193192749,,0.0116294309544597,0.2822165190184045,0.21663077318773052,0.7455986535933427,,,36,Mixed-effects model,1.0,False,Not significant,Calmodulin-like protein 5,CALML5,CALML5,Q9NZT1,CALL5_HUMAN,SwissProt,Calmodulin-like protein 5,CALML5,Q9NZT1,CALL5_HUMAN
